fecha	objective	metric	first_metric_only	boost_from_average	feature_pre_filter	verbosity	max_depth	min_gain_to_split	lambda_l1	lambda_l2	max_bin	num_iterations	force_row_wise	seed	num_threads	learning_rate	feature_fraction	min_data_in_leaf	num_leaves	envios	ganancia	iteracion
20221002 023745	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	144	TRUE	838609	2	0.0437197021167725	0.770757789552829	5433	134	9206	26310000	985
20221002 023951	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	63	TRUE	838609	2	0.0340469923261214	0.212104318418446	1323	703	8988	26590000	986
20221002 024136	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	75	TRUE	838609	2	0.070074534021412	0.305913165125334	2014	739	11698	26290000	987
20221002 024337	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	135	TRUE	838609	2	0.0498186116547413	0.24039463020293	3645	747	9827	26590000	988
20221002 024608	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	146	TRUE	838609	2	0.0316824201806785	0.257661232750256	2384	447	9313	26660000	989
20221002 024829	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	179	TRUE	838609	2	0.0555049780156198	0.30102424786393	3552	694	10067	26270000	990
20221002 025053	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	141	TRUE	838609	2	0.0343449697149959	0.250548654417532	3108	755	9553	26340000	991
20221002 025242	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	146	TRUE	838609	2	0.0604196482253366	0.664843367283	6191	278	10010	26780000	992
20221002 025427	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	128	TRUE	838609	2	0.0522235053835541	0.747181710751866	5739	770	8557	26490000	993
20221002 025632	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	243	TRUE	838609	2	0.0744321513017711	0.697791758491821	6325	760	9239	26650000	994
20221002 025800	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	86	TRUE	838609	2	0.0810236567888118	0.663271046289394	6138	781	7462	25960000	995
20221002 025928	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	82	TRUE	838609	2	0.0723234712249641	0.701712008366909	7321	590	9244	26080000	996
20221002 030148	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	297	TRUE	838609	2	0.0767310427803255	0.666470812902665	5991	79	8864	26120000	997
20221002 030324	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	88	TRUE	838609	2	0.0591172859771692	0.839899116796837	5591	288	9678	26490000	998
20221002 030521	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	143	TRUE	838609	2	0.0437173157685471	0.839183833335908	5223	272	10209	25990000	999
20221002 030809	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	336	TRUE	838609	2	0.0373632836793433	0.790007545554475	5515	393	8580	26280000	1000
20221002 031039	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	246	TRUE	838609	2	0.0564914538971445	0.597462726796708	6121	82	8956	25610000	1001
20221002 031247	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	113	TRUE	838609	2	0.0473045915946902	0.331731538595999	3428	213	9588	26510000	1002
20221002 031430	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	52	TRUE	838609	2	0.0623503658573192	0.334543630702439	3030	271	9595	26410000	1003
20221002 031722	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	204	TRUE	838609	2	0.0365082045275495	0.53178029041741	5978	231	9643	25840000	1004
20221002 031941	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	235	TRUE	838609	2	0.0362566919030206	0.797562094290217	7883	355	11363	25840000	1005
20221002 032133	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	176	TRUE	838609	2	0.073869111947536	0.699524407586199	5881	91	9807	26550000	1006
20221002 032347	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	79	TRUE	838609	2	0.0418354369010741	0.301216020792159	1453	398	9183	26200000	1007
20221002 032630	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	178	TRUE	838609	2	0.0355760346393166	0.346324124161163	3571	266	9437	26170000	1008
20221002 032816	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	46	TRUE	838609	2	0.0609211487333839	0.286710715235789	1520	228	10048	26630000	1009
20221002 033034	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	123	TRUE	838609	2	0.04044469436964	0.326742862424253	3576	240	10402	25920000	1010
20221002 033515	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	476	TRUE	838609	2	0.0315411732840052	0.326551426956042	1777	390	7712	26580000	1011
20221002 033755	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	158	TRUE	838609	2	0.0329424135177046	0.306902326050618	2425	215	8255	26690000	1012
20221002 033940	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	50	TRUE	838609	2	0.0637384856866045	0.358600960487041	2923	837	9922	26320000	1013
20221002 034145	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	90	TRUE	838609	2	0.0419543579949029	0.293071688587434	3076	442	7686	26310000	1014
20221002 034447	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	125	TRUE	838609	2	0.0600691806775755	0.951082693148536	427	381	8342	26440000	1015
20221002 034827	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	327	TRUE	838609	2	0.0334050610513489	0.291319795990736	1961	388	8583	26680000	1016
20221002 035336	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	466	TRUE	838609	2	0.0352267906153169	0.308051052342742	1982	882	8285	27270000	1017
20221002 035629	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	143	TRUE	838609	2	0.0328866308928878	0.309182739299581	1545	874	8257	27170000	1018
20221002 035934	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	214	TRUE	838609	2	0.0343399210876597	0.310202056328946	1758	749	7250	26780000	1019
20221002 040204	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	112	TRUE	838609	2	0.0332933037686273	0.305010329675257	2013	894	8620	26600000	1020
20221002 040448	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	123	TRUE	838609	2	0.0353986052023682	0.313822223508158	1232	725	8316	27050000	1021
20221002 040717	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	124	TRUE	838609	2	0.037341775601403	0.312889660801924	2207	891	8235	26490000	1022
20221002 041003	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	110	TRUE	838609	2	0.0347869239568926	0.308583382246289	1541	219	8229	26750000	1023
20221002 041240	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	101	TRUE	838609	2	0.0354190312392356	0.307861786970009	1366	727	8210	26700000	1024
20221002 041514	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	36	TRUE	838609	2	0.029842668295783	0.317940047352574	1009	649	8305	25950000	1025
20221002 041808	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	132	TRUE	838609	2	0.0347173389019421	0.337762774286876	1249	145	7943	26520000	1026
20221002 042028	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	92	TRUE	838609	2	0.0433888038158039	0.286442057908159	1891	184	8660	26680000	1027
20221002 042328	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	130	TRUE	838609	2	0.0344238761262304	0.314872335485737	1869	213	8482	26640000	1028
20221002 042523	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	120	TRUE	838609	2	0.0469435969087707	0.763398159025598	5943	74	11141	26120000	1029
20221002 042650	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	68	TRUE	838609	2	0.149019754251259	0.820799670443936	6762	749	7742	26120000	1030
20221002 042931	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	147	TRUE	838609	2	0.0331621143920625	0.27677311783077	2360	262	8126	26630000	1031
20221002 043237	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	181	TRUE	838609	2	0.0347435901612301	0.314165379306785	1544	868	8144	26360000	1032
20221002 043514	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	158	TRUE	838609	2	0.0327333107116208	0.304955483179273	887	85	8128	26310000	1033
20221002 043653	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	106	TRUE	838609	2	0.0538863265634134	0.80348220454977	4853	272	9957	25770000	1034
20221002 043943	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	386	TRUE	838609	2	0.0441649607064501	0.969630809750133	6012	46	8236	26250000	1035
20221002 044130	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	114	TRUE	838609	2	0.0423427827642763	0.859361890911388	6451	509	9206	26390000	1036
20221002 044344	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	274	TRUE	838609	2	0.0568120772996185	0.843661650566478	6377	34	9467	26830000	1037
20221002 044706	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	466	TRUE	838609	2	0.0285734127079939	0.910448963460515	5884	39	8737	26450000	1038
20221002 044901	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	158	TRUE	838609	2	0.0495519472970358	0.672821457723097	5807	44	10363	26080000	1039
20221002 045202	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	414	TRUE	838609	2	0.0363422926724295	0.90443302557287	6109	29	7921	26320000	1040
20221002 045432	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	150	TRUE	838609	2	0.0353149231956163	0.312506674015135	2246	321	7412	26700000	1041
20221002 045744	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	147	TRUE	838609	2	0.0355080820929601	0.326719969126772	951	459	9042	27360000	1042
20221002 045937	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	92	TRUE	838609	2	0.0493492644228524	0.294840707860206	3917	389	10910	26180000	1043
20221002 050225	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	181	TRUE	838609	2	0.0323969117294701	0.249186761306422	1653	373	7121	26640000	1044
20221002 050410	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	69	TRUE	838609	2	0.0611217135174918	0.336740421904579	2388	531	9187	26990000	1045
20221002 050553	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	132	TRUE	838609	2	0.059800573984521	0.642155765909585	5664	204	10826	26190000	1046
20221002 050724	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	85	TRUE	838609	2	0.0560670578530695	0.791663573536852	6408	84	7371	25340000	1047
20221002 050910	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	143	TRUE	838609	2	0.0574080981218708	0.808652618133121	5571	328	9569	26550000	1048
20221002 051038	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	61	TRUE	838609	2	0.0579098915585032	0.644343243500272	5571	262	7613	25420000	1049
20221002 051225	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	86	TRUE	838609	2	0.065709027736796	0.371038583897662	3723	494	10150	26340000	1050
20221002 051431	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	80	TRUE	838609	2	0.0352662023081036	0.257689491431415	2323	608	8626	26590000	1051
20221002 051702	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	134	TRUE	838609	2	0.0355850305005676	0.328044476859414	2076	665	8604	26480000	1052
20221002 051958	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	195	TRUE	838609	2	0.0327084984615772	0.30085946501745	1755	538	7346	26350000	1053
20221002 052206	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	82	TRUE	838609	2	0.0352115236339495	0.295947831767809	643	94	9299	26770000	1054
20221002 052417	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	67	TRUE	838609	2	0.0313757225180515	0.216050905745307	1480	205	8093	26380000	1055
20221002 052806	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	187	TRUE	838609	2	0.0353160003221325	0.323577918977339	512	499	8711	26580000	1056
20221002 053034	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	94	TRUE	838609	2	0.0353181805613492	0.314363283769189	1088	665	9978	26610000	1057
20221002 053422	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	300	TRUE	838609	2	0.0356444710220842	0.318670496602237	1089	377	8923	26880000	1058
20221002 053636	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	79	TRUE	838609	2	0.0329246141858576	0.249770814611076	1423	379	9048	26710000	1059
20221002 053937	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	194	TRUE	838609	2	0.0321577788851238	0.319422789214449	1503	539	9104	26520000	1060
20221002 054239	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	163	TRUE	838609	2	0.0353801381893853	0.35453234843022	982	454	8765	27030000	1061
20221002 054543	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	409	TRUE	838609	2	0.0313652704004442	0.943056944269082	6112	208	8950	26740000	1062
20221002 054724	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	107	TRUE	838609	2	0.0425432496900147	0.975483298964998	6781	195	8693	26140000	1063
20221002 055000	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	118	TRUE	838609	2	0.0339926208948709	0.239958854422489	997	384	7352	26340000	1064
20221002 055145	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	101	TRUE	838609	2	0.0377043021833149	0.834256479957872	6911	57	8462	25640000	1065
20221002 055356	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	237	TRUE	838609	2	0.0303471231195961	0.927312556760995	6036	18	7512	25780000	1066
20221002 055550	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	141	TRUE	838609	2	0.0464158121406976	0.966769862479674	5062	52	9473	25700000	1067
20221002 055942	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	611	TRUE	838609	2	0.0310993419434142	0.905568621092183	6022	274	9946	26430000	1068
20221002 060145	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	174	TRUE	838609	2	0.0387690567895554	0.756459020888323	5932	281	10277	26090000	1069
20221002 060319	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	119	TRUE	838609	2	0.0746064140302125	0.675603185508214	7265	182	9910	25860000	1070
20221002 060502	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	130	TRUE	838609	2	0.0566243399766535	0.913200858471961	6065	222	9494	26220000	1071
20221002 060706	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	95	TRUE	838609	2	0.044025648325344	0.248816651635116	2329	369	9770	26940000	1072
20221002 060857	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	86	TRUE	838609	2	0.0612685017960626	0.298693620100514	2449	349	9723	26640000	1073
20221002 061102	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	121	TRUE	838609	2	0.0435947338519858	0.23259913953783	3287	388	8697	26610000	1074
20221002 061332	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	191	TRUE	838609	2	0.0438218065903582	0.269222178768885	3032	581	10783	26360000	1075
20221002 061533	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	72	TRUE	838609	2	0.0445371358197828	0.320916339961818	2043	399	9422	26600000	1076
20221002 061845	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	281	TRUE	838609	2	0.0350930204538773	0.301413165471901	2884	738	8272	26580000	1077
20221002 062122	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	135	TRUE	838609	2	0.0306680667612756	0.258872814411164	1946	783	8140	26360000	1078
20221002 062346	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	172	TRUE	838609	2	0.0482349389836851	0.314207510761325	3066	736	8993	26740000	1079
20221002 062523	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	109	TRUE	838609	2	0.0820453555958519	0.634091473826289	5740	98	7802	26160000	1080
20221002 062734	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	162	TRUE	838609	2	0.0345492952043829	0.645790794377922	6037	289	9155	25770000	1081
20221002 063009	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	32	TRUE	838609	2	0.0446680655867524	0.31327924596581	957	277	8887	26790000	1082
20221002 063352	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	240	TRUE	838609	2	0.0467974275121528	0.32676496107938	1182	382	9015	26770000	1083
20221002 063722	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	424	TRUE	838609	2	0.0535746630857261	0.969913953209645	5851	935	8422	26680000	1084
20221002 064112	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	229	TRUE	838609	2	0.0327831995224145	0.326651398111542	1511	78	9409	26550000	1085
20221002 064336	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	49	TRUE	838609	2	0.0514415092993951	0.354977611717453	1990	68	8615	26690000	1086
20221002 064634	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	81	TRUE	838609	2	0.0359106847917833	0.331098929089493	867	653	8912	27220000	1087
20221002 064909	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	121	TRUE	838609	2	0.0436329627466877	0.23794261160266	2681	220	9405	26870000	1088
20221002 065125	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	49	TRUE	838609	2	0.0529412639565146	0.291265791619849	1280	276	9243	26160000	1089
20221002 065431	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	168	TRUE	838609	2	0.0393116534667767	0.272885867889307	2097	256	10288	26470000	1090
20221002 065909	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	631	TRUE	838609	2	0.0274218152190216	0.80105272938683	6169	1002	9376	26530000	1091
20221002 070149	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	199	TRUE	838609	2	0.0389982967847047	0.925416911898905	6167	846	9396	26490000	1092
20221002 070442	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	135	TRUE	838609	2	0.0384314619828868	0.290447081627725	3043	106	9871	26740000	1093
20221002 070657	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	84	TRUE	838609	2	0.038071074421729	0.251648149758402	2345	44	9423	26760000	1094
20221002 071009	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	124	TRUE	838609	2	0.0292964652419294	0.356139059344517	1565	212	8913	26660000	1095
20221002 071227	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	161	TRUE	838609	2	0.0514028374796511	0.810626240672453	6804	457	10309	26190000	1096
20221002 071456	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	182	TRUE	838609	2	0.0428965286117253	0.80398760073048	5173	739	10770	25580000	1097
20221002 071924	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	332	TRUE	838609	2	0.0376091777377538	0.329555049512845	998	316	7298	26850000	1098
20221002 072211	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	116	TRUE	838609	2	0.0324521969573261	0.30936993799424	2025	649	8344	26360000	1099
20221002 072526	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	192	TRUE	838609	2	0.039752072026539	0.35355824917971	1738	253	8747	26670000	1100
20221002 072753	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	111	TRUE	838609	2	0.0379088923022049	0.305427130997803	2590	30	7838	26570000	1101
20221002 072959	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	94	TRUE	838609	2	0.0472578570750416	0.976043411128228	5607	857	7490	25500000	1102
20221002 073417	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	217	TRUE	838609	2	0.0359917760916128	0.312494134048825	615	201	8106	26830000	1103
20221002 073644	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	97	TRUE	838609	2	0.0425053425963551	0.245325887479395	2559	173	8253	26780000	1104
20221002 073851	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	43	TRUE	838609	2	0.0607871277189554	0.331919225784497	1784	367	9276	26330000	1105
20221002 074103	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	55	TRUE	838609	2	0.0510901280341116	0.334900215467264	2606	493	7853	26780000	1106
20221002 074351	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	82	TRUE	838609	2	0.0364427563724432	0.32767456901024	1129	464	8646	26950000	1107
20221002 074655	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	36	TRUE	838609	2	0.034599970142853	0.329699516800509	626	310	9154	26820000	1108
20221002 074905	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	110	TRUE	838609	2	0.0575223417763443	0.845507394358334	6007	484	10999	25930000	1109
20221002 075239	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	366	TRUE	838609	2	0.028106401080045	0.799984989584686	6688	320	9719	26250000	1110
20221002 075515	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	125	TRUE	838609	2	0.0485240600788851	0.309506062788206	2267	185	9162	26480000	1111
20221002 075802	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	174	TRUE	838609	2	0.0647248992670713	0.274628059637005	1562	204	9771	26460000	1112
20221002 080049	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	128	TRUE	838609	2	0.0339765434451959	0.331649988090306	2791	116	6661	25640000	1113
20221002 080358	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	105	TRUE	838609	2	0.0344484312538467	0.326124662012684	963	507	9195	27290000	1114
20221002 080636	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	45	TRUE	838609	2	0.0352004259215938	0.312827999259011	936	407	8866	26590000	1115
20221002 080936	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	162	TRUE	838609	2	0.0439493685618817	0.308323200455505	2387	976	8399	26810000	1116
20221002 081205	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	188	TRUE	838609	2	0.0558685627572388	0.806757057888162	6139	898	8219	26210000	1117
20221002 081458	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	203	TRUE	838609	2	0.0306402840556005	0.81732763960037	5605	203	10404	26480000	1118
20221002 081807	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	107	TRUE	838609	2	0.0345482406712837	0.309784852994052	1152	996	7722	26640000	1119
20221002 082126	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	155	TRUE	838609	2	0.0414694257094506	0.334137329904774	1112	793	7671	26740000	1120
20221002 082433	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	194	TRUE	838609	2	0.0628495371309909	0.340905330610144	2089	698	8213	26380000	1121
20221002 082717	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	45	TRUE	838609	2	0.0407385822875702	0.356427802570154	1206	748	7975	26690000	1122
20221002 082940	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	54	TRUE	838609	2	0.0590897957167462	0.354950925161861	2206	827	9006	26550000	1123
20221002 083259	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	163	TRUE	838609	2	0.0577723484434194	0.957368539517459	830	471	8110	26980000	1124
20221002 083736	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	119	TRUE	838609	2	0.0634687279313732	0.957221961107458	34	645	7843	25200000	1125
20221002 084037	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	106	TRUE	838609	2	0.0359278436838254	0.326704430476928	1002	628	9981	26760000	1126
20221002 084315	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	126	TRUE	838609	2	0.0457444164146718	0.343038081525521	2325	369	8530	26700000	1127
20221002 084635	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	110	TRUE	838609	2	0.0353564623910115	0.344283178840597	935	681	9216	27250000	1128
20221002 084952	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	153	TRUE	838609	2	0.032611311667049	0.326548997551984	1057	704	8290	26780000	1129
20221002 085311	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	108	TRUE	838609	2	0.0402496146673469	0.3393079957402	829	685	8996	27450000	1130
20221002 085635	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	104	TRUE	838609	2	0.0368992071432913	0.340748752923863	619	880	9046	27110000	1131
20221002 085915	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	59	TRUE	838609	2	0.0421098840600459	0.344658991338328	907	1010	9044	27040000	1132
20221002 090158	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	90	TRUE	838609	2	0.0554459676172317	0.961211298751274	743	423	9204	26560000	1133
20221002 090449	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	93	TRUE	838609	2	0.0434338040121282	0.337507986725775	866	410	9160	27200000	1134
20221002 090726	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	39	TRUE	838609	2	0.0394822769347522	0.342410771902669	821	402	8971	26700000	1135
20221002 091019	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	79	TRUE	838609	2	0.0411848829482919	0.336943861871548	941	766	9106	26830000	1136
20221002 091344	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	206	TRUE	838609	2	0.0447054961751608	0.348659473567996	972	447	9184	26760000	1137
20221002 091644	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	79	TRUE	838609	2	0.0401137215002794	0.338427169172015	552	602	8123	26960000	1138
20221002 091947	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	196	TRUE	838609	2	0.0436206867707077	0.338024760237378	1588	498	7556	26570000	1139
20221002 092211	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	200	TRUE	838609	2	0.0380027395693614	0.948403042223249	6395	228	9070	26260000	1140
20221002 092448	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	101	TRUE	838609	2	0.0338972952389121	0.282709109508565	1631	191	10085	26310000	1141
20221002 092658	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	63	TRUE	838609	2	0.0499582632413251	0.339240951114699	1836	574	9221	26200000	1142
20221002 092959	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	115	TRUE	838609	2	0.0359220897557883	0.323590838510989	873	894	6759	26250000	1143
20221002 093242	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	79	TRUE	838609	2	0.0354764600316016	0.330773725295066	1124	640	9316	27050000	1144
20221002 093530	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	124	TRUE	838609	2	0.0519155960865169	0.95491143366827	1324	580	8484	26720000	1145
